from,to,cost,flow
7945,12420,0.543961217,13.537407
12418,12419,0.406601542,0.11633709
12417,12418,0.343284239,0.38073958
12415,12417,0.498939979,0.38073958
12415,12416,0.491734083,0.16921759
7945,12415,2.680701813,0.70595464
12414,12410,0.077557348,0.095184895
12412,12413,0.527635229,4489.1878
7945,12412,1.631007269,4490.2798
12411,12409,0.069812568,-0.0
12410,12409,0.123999452,0.0
12409,2917,0.633400861,0.0
12408,12405,0.188901307,-0.0
12407,12398,0.056315892,-0.0
12406,12401,0.185800117,-0.0
12398,12405,0.240263998,0.013220124
12404,12403,0.121525639,-0.0
12403,12401,0.617391291,-0.0
12402,12401,0.175513572,-0.0
12401,12172,0.489328209,-0.0
12400,12399,1.081667783,0.0
12399,12398,0.464933812,0.0
12396,12398,0.618498307,0.026440248
12396,12397,0.536267434,0.4891446
12172,12396,1.399059206,0.51558485
12395,12391,0.656064577,0.0
12394,12392,0.047166967,0.0
12387,12393,0.341253152,0.055524522
12391,12392,0.227093224,0.026440248
12390,12391,0.062106871,0.16392954
12387,12390,0.725075432,0.19036979
12389,12388,0.088292516,-0.0
12385,12388,0.554177566,0.039660373
12386,12387,3.969710388,0.44948423
12386,12384,0.438354481,0.0
12385,12384,0.981957707,0.0
7945,12384,3.389197598,2.8423267
12383,12382,2.723995282,79.076863
12382,4391,1.709062241,75.10025
3901,12381,2.311366566,2.6122966
12380,12377,0.152327555,1e-12
12379,12378,0.265166787,26.542274
12378,12377,0.12262688,217.64313
12377,12347,0.400330931,217.64313
12376,12347,0.268371185,0.0
12375,7845,0.42332277,0.0
12365,12374,0.219707663,734.41301
12373,12370,0.053578954,0.0
12372,12364,0.290644664,712.17948
12371,12369,0.057234585,0.0
12367,12370,0.056049288,0.29348676
12367,12369,0.073433908,0.22209809
12367,12368,0.150387874,0.013220124
12355,12367,0.198471099,1.493874
12362,12366,0.212471672,0.63985402
12364,12365,0.376434116,735.26439
12364,12353,0.24671356,30.026082
12363,12362,0.350941398,5.4704874
12362,12361,0.761230423,0.0
12361,6547,0.248373959,0.0
1349,12360,0.43174705,82.683945
12359,6547,0.353019855,0.0
12358,12354,0.026741003,0.0
12357,12354,0.13932798,112.64923
12356,4643,0.131620821,0.0
12355,12354,0.037029444,0.0
12354,12353,0.055167824,109.84657
12353,4643,0.475275706,0.0
12352,12350,0.219241509,0.0
12351,12339,0.516807922,-0.0
12348,12350,0.26623912,0.12691319
12346,12349,0.479601009,713.42217
4483,12348,0.729216952,2.020035
12347,12346,0.098718362,229.7596
7845,12346,1.06998038,487.2135
12345,7056,1.291879652,0.0
12344,5458,0.096532226,88.375535
7326,12343,0.085575425,217.62969
12342,582,0.180975034,23.001924
4989,12341,0.11477279,218.98661
1375,12340,0.644703704,21.242096
12339,950,0.95790389,361.77891
7312,12338,0.299871335,3.2706587
12337,101,0.156148306,53.097767
12336,560,0.136992793,0.0
4646,12335,0.179351691,1.1025584
6800,12334,0.073678702,229.75518
7122,12333,0.083002737,2e-12
5695,12332,0.119624872,0.12162514
4517,12331,0.106235166,0.013220124
9260,12330,0.142619252,122.36
3470,12329,0.093517176,167.02041
6626,12328,0.090473312,38.787845
1400,12327,0.143354871,2.7473139
5552,12326,0.300173514,494.85167
769,12325,0.085088576,0.039660373
12324,3497,0.01105374,0.0
6039,12323,0.151356868,176.89385
12322,6400,0.080615876,181.635
12321,6199,0.059755264,126.87116
6697,12320,0.081501085,713.1203
12309,12319,0.131477729,2.341054
12318,4590,0.408326928,115.06059
12317,4593,0.095853245,76.216028
4414,12316,0.103921183,562.26099
5624,12315,0.17567912,239.79198
12312,12314,0.110111331,0.25911444
12313,12299,0.461124168,147.31587
12310,12312,0.381691523,9.2911033
12311,12309,0.057076484,0.0
12309,12310,0.214740045,9.9706177
12254,12309,0.436794691,40.169118
12308,12300,0.087789825,143.75966
12305,12307,0.080216517,0.17714967
12306,12305,0.150880744,0.0
12302,12305,0.217159494,2493.7447
6672,12304,0.318625265,18.72234
12303,12300,0.226364538,0.0
5333,12302,0.295313881,2124.9075
5333,12301,0.632404897,0.79849551
12300,12299,0.105011038,143.72
12299,5333,0.547946424,283.92608
12298,5333,0.543183811,134.79906
12294,12297,0.186022844,0.063456597
12294,12296,0.123923312,546.81359
12294,12295,0.381483961,49.104317
12293,12294,0.492115865,403.55025
12292,12293,0.663372302,403.66923
4391,12292,1.325226543,317.13394
12291,12290,0.037723563,0.0
12290,12285,0.068167019,53.047531
12289,5870,0.52320959,83.306939
12285,12288,0.159976122,8.7543663
12287,5005,0.379734866,0.0
12286,4949,0.130778864,0.0
12285,4651,0.072631927,87.076591
2508,12284,0.196013183,7.8183815
12283,6053,0.122420399,100.3258
12282,4633,0.035932285,25.659169
6580,12281,0.301967395,715.96801
2339,12280,0.226544122,109.51815
4633,12279,0.031403554,64.027246
4949,12278,1.11597737,2.1019998
617,12277,0.705739274,0.97035712
12276,12208,1.496935615,1012.2814
3901,12275,0.889055255,5.6449931
12274,12216,0.17836212,0.0
12273,4742,0.222292661,105.38523
12272,12271,0.060514195,1e-12
12271,2861,0.097247013,106.16909
2861,12270,0.397964256,9.3122555
12269,2861,0.159856974,0.0
12266,12268,0.119676762,39.454599
12267,12266,0.402382,51.638265
12266,12262,0.435995251,6.2346106
12263,12265,0.05897553,0.026440249
12264,6672,0.518089164,78.457798
12263,4493,0.843479582,19.054395
12262,2861,0.953684782,0.0
12260,12261,0.295527156,0.54731315
12260,12258,0.442557755,93.364082
5111,12259,0.40517851,2.4562991
12258,2861,0.580981993,6.5722417
5111,12257,0.719879913,3.0379846
1908,12256,0.939226348,4.6614158
12255,12249,0.249146647,0.0
12247,12254,0.128181974,15.163023
12253,12247,0.140379874,0.0
12252,12251,0.308790767,0.0
12251,12244,0.20370608,645.94625
12250,12248,0.21836492,0.0
12248,12249,0.42998896,13.262429
12244,12248,0.243790644,99.417979
12247,12238,0.518325338,28.996485
12246,12242,0.093823901,6.4920292
12245,12244,0.023553053,0.0
12244,12241,0.095218784,541.57337
12243,12242,0.203399321,0.0
12242,12232,0.299150179,0.0
12241,12240,0.212815227,498.93318
12240,12239,0.180247595,302.94484
12239,12238,0.478775843,30.012842
4652,12238,0.677953231,126.53611
12237,980,0.432093196,105.40497
12236,12234,0.384087511,88.372891
12235,12233,0.757992874,0.0
12234,1116,0.980377804,79.663473
12233,980,0.196961776,209.19335
12232,4333,0.406316132,40.944881
12231,1908,0.177105099,0.0
12230,6447,0.568127019,52.685299
12229,12204,0.173049517,0.0
12227,12228,0.136292224,0.30935091
12227,12204,0.380480697,5.8887033
12197,12226,0.229033913,0.026440249
12223,12225,0.489916347,0.26175846
12223,12224,0.803881569,0.055524522
2574,12223,0.706760188,1.0708301
2469,12222,0.447546148,5.0157152
12221,1657,0.361358207,0.0
12220,12218,0.09357215,-0.0
12218,12219,1.03508522,0.48650057
5699,12218,1.643104113,0.48650057
12217,12204,0.652556542,184.21348
1657,12216,0.092296488,18.299296
12215,12212,0.088307889,1e-12
12212,12214,0.126888885,0.67158231
12213,12212,0.228793743,0.0
12212,12211,0.256248749,89.268947
12211,12206,0.593025512,112.84089
12210,12209,0.330583601,0.0
12208,12209,0.491355456,1.7900048
12208,3901,1.458365254,1325.3235
12207,5952,0.1884943,0.0
5496,12206,0.856274872,315.82695
12205,12204,0.135289563,53.084547
12204,12203,0.399503755,234.98761
12203,5952,0.943834701,233.66031
12198,12202,0.955669008,0.37016348
12201,12199,0.086213743,0.0
12199,12200,0.64255905,0.026440249
12198,12199,0.297183021,0.57639742
12198,5299,1.998175608,25.595713
12197,3138,0.758284029,0.0
5299,12196,0.517566912,0.97564517
12157,12195,0.705897428,0.026440249
12194,12193,0.144627508,105.80951
12193,12156,0.829803493,157.33408
12192,12190,0.449559831,194.27758
12191,6249,1.42442218,362.93886
12190,6249,1.894133839,296.90633
12175,12189,1.700020712,20.052285
3874,12188,1.740635828,0.013220124
12187,7648,0.635851212,100.89162
12185,12186,0.115919965,0.16392954
1327,12185,0.035014429,0.16392954
12184,12183,0.010426014,0.0
12183,12181,0.608714174,0.0
1327,12182,0.270413268,2.4800953
12181,3680,1.039585684,0.0
12180,27,0.860118257,-0.0
12179,12175,0.382003995,158.85439
12178,12175,0.120766274,318.10539
27,12177,1.100403676,6.7369753
12152,12176,1.364513886,2.0755595
12175,1897,0.906099158,5.7216698
12174,12171,0.420354817,-0.0
12171,12173,0.432435249,0.026440249
12164,12172,1.10976273,0.51558485
12166,12171,0.877128201,0.10311697
12170,12168,0.411197575,0.0
12169,12165,0.185003362,0.0
12168,12165,0.494444179,0.0
12167,12166,0.10739996,0.0
12165,12166,0.857135769,0.97300115
12073,12165,2.034876773,0.98622127
3530,12164,4.050540828,2.8423267
12162,12163,0.322069657,2.4034186
12160,12162,2.434777288,2.8449707
12070,12161,3.581513371,1.8428853
12160,12150,2.465030597,0.0
12159,12156,2.093519878,52.050733
12158,12148,1.11319486,98.76318
12156,12157,0.328953012,0.11104904
12156,12146,1.955963764,208.6815
12155,12154,1.802236999,2.5937884
12154,12153,1.184705347,0.0
12153,5450,2.237978507,1e-12
3680,12152,2.341019545,3.0776449
12022,12151,4.652277644,0.77998733
5450,12150,3.243423828,0.25382639
12149,12147,0.686766146,52.58747
12148,12144,0.995076946,255.90425
12147,12144,0.102671397,93.604688
12146,12144,4.008327809,208.25846
12143,12145,2.000722825,0.013220124
12144,12143,1.932273911,554.46236
12143,6305,4.083740957,554.0023
12141,12142,1.942052791,5.4387591
6298,12141,2.534674984,7.3186608
12140,7220,2.594450735,156.17335
12139,12138,1.394179775,7.3186608
12138,6298,1.526263289,7.3186608
3531,12137,0.395722394,0.85666405
12136,12133,0.680257238,424.99722
12134,12135,0.872562702,1162.9788
3531,12134,0.54384105,1111.4067
12133,4340,1.767328605,436.76095
2070,12132,1.309421922,15.486054
12131,7132,2.53432055,437.69747
12130,6806,3.400027033,19.599064
12129,12128,0.244568641,0.0
3309,12128,2.625599559,4.1193907
12124,12127,2.253871749,0.36751946
12123,12126,2.897238967,0.35958738
12119,12125,0.851312132,0.8725282
12124,12123,0.160244892,37.328803
12122,12123,0.737620418,5.425079
12122,2704,1.669274486,363.32971
12084,12121,4.210547515,0.26440249
12117,12120,2.800776112,0.36223141
12116,12119,0.849524269,1.0100175
12011,12118,4.736245502,13.212192
12117,12116,2.204846137,434.86384
12116,12093,0.544659358,568.63245
7313,12115,0.419105766,53.110987
12114,6669,0.440830686,0.0
484,12113,0.248871097,11.969501
12112,7391,0.230434315,0.0
12108,12111,0.228908003,0.14013332
12110,4243,0.6887985,0.0
4761,12109,0.039329089,16.995792
12108,4852,0.44559986,88.377087
12107,12106,0.256628862,0.0
12104,12106,0.549253132,1.0919823
12104,12105,1.185091765,8.9473801
12104,595,1.900175539,575.23106
12103,12037,0.572439958,-0.0
12102,12100,0.049843522,-0.0
12101,12100,0.142584773,0.0
12094,12100,0.543771373,0.013220124
12099,1603,1.105164777,0.0
4085,12098,1.118119393,9.0055487
12097,12096,0.197262508,-0.0
12094,12096,1.176649456,0.052880497
12094,12095,0.378021866,0.31463896
12037,12094,2.987605794,5.0685956
12093,431,1.245887546,648.84324
12092,7350,0.412181911,-0.0
12091,5142,0.648453766,689.57828
12090,5142,0.297885824,104.95549
12089,774,1.298003846,304.90113
12088,12085,0.127832553,79.605668
12087,12086,0.495022542,0.0
12085,12086,0.221878465,1.2400477
12085,11979,1.075726711,73.270585
12081,12084,0.457876248,1.2955722
12083,56,2.334304894,-0.0
56,12082,2.028117604,2.4774513
12081,56,2.741059224,146.96421
12010,12080,10.57459554,0.26440249
12078,12079,0.049313996,0.26969054
12077,12078,4.998543583,0.34372323
11987,12077,4.969057116,0.5420251
12075,12076,0.101319051,0.013220124
12047,12075,0.567545504,0.074032696
12074,12038,0.578121278,-0.0
12072,12073,0.896366174,0.98622127
12072,12071,0.255910104,0.0
12070,12071,0.18914929,0.98622127
12038,12070,2.680102141,2.8291066
12069,12067,0.036793548,0.0
12066,12068,1.120159174,1.5e-12
12063,12067,0.175512153,0.10576099
6131,12066,0.828425801,375.75113
12065,11981,0.190291222,-0.0
12057,12064,0.510033997,6.0204446
12057,12063,0.88851954,6.808364
6131,12062,1.359582901,4.463114
12061,12058,0.612098162,-0.0
12055,12060,0.396694516,0.013220124
2105,12059,2.409940394,0.20358991
2481,12058,1.102702658,0.060812572
12057,2481,1.422713005,93.329709
12056,12009,0.453814467,1e-12
12055,12009,0.776838853,188.79294
12054,2481,1.539768698,202.98627
12053,12052,0.802278208,-0.0
12052,12051,0.031195981,-0.0
12051,2481,1.79662109,-0.0
12050,12048,0.093900727,0.0
12049,12048,0.381944464,0.0
12047,12048,0.661212394,0.066100622
12046,12047,2.495230032,0.32257103
2481,12046,4.201079788,4.9496145
12043,12045,0.062752655,0.10576099
12041,12044,0.772779915,0.22738614
12043,12042,1.013982582,0.0
12041,12042,2.324270451,0.47592447
12041,2105,2.443177152,104.58532
12040,12037,0.598491025,-0.0
12039,12037,1.542170978,-0.0
12037,12038,1.85388839,2.8291066
11971,12037,4.689403129,8.0351915
12033,12036,0.084189902,0.16657357
12033,12035,0.066901682,0.4151119
12033,12034,0.167335221,0.50236472
12032,12033,1.225004971,1.5044501
2105,12032,0.387441082,4.4102335
12031,12028,0.229358608,0.0
12008,12030,0.827251173,1.1422187
12028,12029,0.482145525,1.7212602
12028,12025,0.12690109,49.10529
12026,12027,0.128794755,0.62663389
12025,12026,0.223008489,2.6096525
12025,12012,0.863694209,45.583449
12024,12020,0.005187786,0.0
12023,12021,0.291521048,0.0
12022,6375,2.964733603,162.76002
12021,12020,0.386822736,0.0
12020,12005,0.201970145,11.985365
12019,6375,1.522744577,414.62804
2499,12018,2.171155799,0.42833203
5673,12017,0.34280604,1.2347596
12014,12016,0.54532271,0.56053327
12015,12014,0.368562935,0.0
12014,5673,1.669336772,1.2347596
12013,799,2.07087603,106.00781
12012,12007,0.973790125,40.432888
12010,12011,4.512191981,13.212192
4867,12010,6.733256907,14.04506
12009,2105,1.798036419,212.52881
12007,12008,1.041451053,2.3981305
12007,3615,0.249764437,0.0
12005,12006,0.397332367,0.15335344
12005,4629,2.344954145,0.0
6506,12004,0.34039716,0.97300115
12003,12000,0.35903459,24.590983
12002,11999,0.262393834,0.0
11999,12001,2.221469459,1.3643168
12000,11999,4.620557575,48.383471
11999,4642,3.765523721,42.701461
11998,11993,0.721058812,-0.0
11987,11997,2.094632211,2.4615871
11993,11996,0.219702947,0.37016348
11995,11994,0.074380684,0.0
11987,11994,3.749521389,0.74825903
11992,11993,0.056520436,0.42304398
11991,11992,3.303533549,0.58961754
11987,11991,7.066828702,0.82229173
11990,799,2.494037329,157.58526
11988,11989,0.477266831,0.25647041
11987,11988,13.17023916,0.30141883
1828,11987,12.38002853,5.0500875
4664,11986,1.047318506,0.24060626
11985,11984,0.794930058,177.96098
11984,4664,1.781891871,282.44054
3957,11983,2.566585038,0.013220124
11982,11978,0.60008467,0.0
11981,11980,0.884421499,-0.0
11979,11980,1.010990632,0.81171563
11979,11978,1.946262975,72.154806
11978,6131,2.275396366,71.967081
11977,3938,1.822058266,50.530419
11976,11975,0.384099524,77.788131
11975,2704,1.563434799,75.585659
11970,11974,0.220153258,0.45477228
11973,11970,0.260197559,218.93108
11972,11970,0.832950205,105.69317
11970,11971,1.318570408,12.569694
11970,6131,5.522778352,308.24716
11969,5078,1.881865972,145.85108
11968,1460,0.72603086,20.341183
11967,8803,0.187424166,1.0006418
11966,692,0.198766874,0.76972445
11965,11089,0.000213582,396.40809
11964,2662,0.036049077,0.0
11963,8768,0.146487116,1.1545867
7530,11962,0.126597112,61.226205
11961,7028,0.068510762,0.0
11960,10710,0.125363564,0.38486223
11959,8490,0.119528218,0.0
11782,11958,0.091339497,52.61726
11957,3758,0.391765252,1.5394489
11956,11108,0.037410265,0.76972445
11955,10740,0.158204788,0.0
11954,11224,0.069119309,0.0
11953,138,0.058459354,2.3091734
11952,11789,0.146813945,1.73188
11951,7934,0.426599424,0.57729334
11950,2081,0.098541137,0.69275201
11949,3796,0.179088798,1.1930729
11948,9134,0.400998836,0.42334845
11947,10734,0.121663065,0.0
11946,11715,0.097519385,0.42334845
11945,1648,0.084259286,0.5003209
11944,4423,0.044684934,0.0
11943,8665,0.125556779,1e-12
11942,8629,0.465755612,77.203363
11941,10548,0.016072229,13.54715
11940,11381,0.015651122,0.38486223
11939,6066,0.691962076,3.7331636
11938,5628,0.220301696,1.2700453
11937,11476,0.211303885,1.2700453
11936,11495,0.006536207,1e-12
11935,11501,0.239508413,1.73188
11934,6997,0.134255341,1e-12
11933,9546,0.657200137,3.8486223
11932,11424,0.137151597,0.0
11931,9977,0.176922073,0.0
11930,544,0.164946849,1.6933938
11929,11719,0.003344374,1e-12
11928,953,0.087383014,1e-12
11927,8637,0.32029004,1e-12
11926,530,0.07853479,0.5003209
11925,7760,0.163699993,0.46183467
11924,11922,0.070810711,2.7325218
11923,7675,0.339840794,299.23038
11922,11764,0.320675225,5.4265574
11921,5788,0.573992623,2.6940356
11920,10206,0.415380807,2.8864667
11919,5794,0.381161872,2.771008
11061,11918,0.148101121,53.880712
11917,8285,0.054310419,0.42334845
11916,953,0.256005349,0.38486223
11915,11602,0.005093285,1e-12
11914,11494,0.032748208,0.38486223
11913,5807,0.157336375,1.1545867
11912,11556,0.134267096,0.57729334
11911,11910,0.107527994,1e-12
11910,8700,0.543935755,2.7325218
11909,11908,0.0093833,0.76972445
11908,11116,0.134629112,1.5394489
11907,11906,0.058460678,1e-12
11906,11744,0.077142411,3.2713289
11905,8340,0.35037816,0.38486223
11904,11903,0.001308581,3.0788978
11903,1384,0.138476648,7.6972445
11902,6960,0.04235113,0.92366934
11901,7179,0.200923404,0.69275201
11900,7291,0.145308879,0.0
11899,7016,1.150441626,1.0776142
11898,1835,0.738840012,0.5003209
11897,7092,0.032451502,1e-12
11896,1510,0.209242868,1.8473387
11895,4529,0.107521944,1.1545867
11894,318,0.016367041,1e-12
11893,11828,0.017430793,0.38486223
11892,10739,0.100534101,0.38486223
11891,10013,0.243940318,1.1545867
11890,2391,0.333229078,0.61577956
11889,8477,0.243970465,79.249357
11888,3674,0.014947726,0.5003209
11887,10151,0.031796616,7.6972445
11886,11880,0.041221963,1e-12
11885,11666,0.291110388,6.9275201
11884,11882,0.036945056,0.57729334
11883,11826,0.086087674,0.57729334
11882,11388,0.282015358,1.1545867
11881,11460,0.10373066,1e-12
11880,3534,0.10244823,1.039128
11879,10651,0.002963509,0.30788978
11878,1292,0.110140185,0.0
11877,8311,0.055810537,1.5009627
11876,6065,1.364812926,0.38486223
11875,11714,0.402934843,25.027398
11874,4872,0.08599509,0.38486223
11873,6489,0.04115359,0.38486223
8156,11872,0.101039999,318.86104
6549,11871,0.098426248,523.02496
11870,7398,0.03311698,0.38486223
11869,4188,0.160879365,0.0
11868,11024,0.028073373,4.3489432
11867,1333,0.887705191,9.6215557
11866,11105,0.000404648,1e-12
11865,8823,0.920996142,15.068298
11864,103,0.825637039,0.38486223
11863,9167,0.235848772,2.1937147
11862,11838,0.025903782,7.6972445
11861,4871,0.019129542,0.96215557
11860,9215,0.372409031,0.38486223
11859,6061,0.180912996,0.61577956
11858,9167,0.069566574,0.38486223
11857,11271,0.015693858,1e-12
11856,7294,0.413650647,1.1545867
11855,8688,0.1376354,0.38486223
11854,9106,0.51709395,3.0788978
11853,2698,0.177881647,1e-12
11852,7118,0.106155729,0.69275201
11851,499,0.278742246,0.61577956
11850,6540,0.032143633,0.8466969
11849,11383,0.01363563,1.5394489
11848,11846,0.121075596,0.38486223
11847,6825,0.26013453,0.57729334
11846,3942,0.205150111,0.96215557
11845,11383,0.006411337,1.5394489
11844,11842,0.132704355,0.0
11843,11549,0.038350242,0.0
11842,11033,0.030771557,1.9243111
11841,11840,0.040713267,7.6972445
11840,7757,0.214661123,15.394489
11839,10991,0.047729701,11.545867
11838,11160,0.115512214,1e-12
11837,6448,0.186243672,7.6972445
11836,10207,0.283021259,0.38486223
11835,11050,0.019455155,1e-12
11834,10142,0.309491408,6.8505476
11833,9977,0.541774218,0.42334845
11832,1146,0.082323104,245.46513
11831,7025,0.179437977,0.0
11830,11342,0.326670866,0.76972445
11829,11744,0.144738975,0.57729334
11828,11827,0.158713109,0.96215557
11827,11823,0.09666289,1.5394489
11826,8923,0.157510417,0.96215557
11825,11824,0.046558659,1.5394489
11824,11823,0.027003329,304.39884
11823,1967,0.296847375,306.70801
11822,2598,0.271292956,1.6549076
11821,6215,0.039081362,0.0
11820,9951,0.077499804,1.5394489
11819,6127,0.20737717,1.6164214
11818,914,0.343070956,1.6164214
11817,1497,0.167915113,33.335293
11816,10906,0.19885816,5.0801814
11815,11525,0.151088924,0.0
11814,10156,0.05320145,0.0
11813,6880,0.23649032,0.65426579
11812,10970,0.026708369,3.8486223
11811,1575,0.081975097,1e-12
11810,10660,0.02674692,34.6376
11809,11646,0.114267592,53.110987
11808,1111,0.354864955,50.032089
11807,11492,0.186192158,0.0
11806,9910,0.147495158,0.42334845
11805,11550,0.073478374,1e-12
11804,11356,0.252078274,1.3978545
11803,11752,0.089867633,0.57729334
11278,11802,0.107230995,420.79147
11801,5995,0.113157404,0.0
11800,11696,0.208383135,7.6972445
11799,11798,0.011053871,0.96215557
11798,8200,0.070955823,1.3470178
11797,3206,0.243983824,7.774217
11796,11795,0.005270796,1e-12
11795,7639,0.096798976,1.1545867
11794,9278,0.166584648,7.6972445
11793,7134,0.147902936,1e-12
11792,5251,0.28256314,0.57729334
11791,10820,0.736347322,11.545867
11790,4206,0.261599613,1.3470178
11789,8810,0.218694537,3.2713289
11788,8782,0.384638798,1.3470178
11787,8794,0.194723343,1e-12
11786,8744,0.081700034,1.4239902
11785,2513,0.07433294,0.38486223
11784,10633,0.055809295,1e-12
11783,11638,0.037103586,0.38486223
11782,10874,0.11676639,345.75895
11781,298,0.126477626,0.38486223
11780,4359,0.587126341,0.38486223
11779,11778,0.034020687,0.38486223
11778,10764,0.153590326,1e-12
11777,7753,0.147485915,0.5003209
11776,3973,0.17683632,0.42334845
11775,4668,0.033975438,5.695961
11774,4118,0.006191387,0.0
11773,5197,0.4829061,1.0776142
11772,8941,0.090586339,0.61577956
11771,11064,0.012728239,1e-12
11770,6880,0.214616879,0.73123823
11769,9091,0.246584671,0.38486223
11768,8852,1.409704008,0.5003209
11767,11714,0.013427197,4.5413743
11766,11121,0.017113062,0.0
11765,600,0.124098617,0.38486223
11764,11714,0.31741099,8.6978863
11763,1873,0.646744083,0.57729334
11762,9086,0.042647259,1.385504
11761,5883,0.508502774,15.394489
11760,10781,0.004827166,0.0
11759,5353,0.195067872,5.7729334
11758,11666,0.222338206,2.0484561
11757,3603,0.169775041,1.9243111
11756,11460,0.21914417,148.01801
11755,10008,0.084043416,3.5407325
11754,10785,0.096509006,0.0
11753,316,0.48172464,11.545867
11752,8861,0.272895987,1.039128
11751,11676,0.054561813,1.9243111
11750,9051,0.294192004,0.0
11749,700,0.085337305,2.0012836
11748,6007,0.022579353,1e-12
11747,7479,0.523183688,38.178333
3286,11746,0.34816457,3638.4848
11745,7969,0.83348713,0.76972445
11744,5370,0.134847615,11.545867
11743,6272,0.203030657,7.6972445
11742,11223,0.137549751,4.156512
11741,1024,0.314591709,1.2315591
11740,8106,0.12845217,0.0
11739,11498,0.042819008,1e-12
11738,2451,1.116200758,1e-12
11737,11480,0.469540235,1.1545867
11736,11651,0.024984432,0.38486223
11735,6420,0.105678812,76.972445
11734,6420,0.669037502,76.972445
11733,8833,0.190988453,13.470178
11732,10650,0.086384768,1e-12
11731,10581,0.038042475,1.1545867
11730,6069,0.04298511,0.57729334
11729,11185,0.070274188,1.2315591
11728,9073,0.298428383,0.76972445
11727,5911,0.061857809,0.0
11726,6393,0.336622006,12.238619
11725,11433,0.180911949,44.567046
11724,11212,0.247596798,0.38486223
11723,8322,0.15498357,0.38486223
11722,11388,0.44258525,1e-12
11721,8916,0.173020594,1e-12
11720,6881,0.238994195,1.4624765
11719,6291,0.09973351,0.76972445
11718,755,0.107436636,1e-12
11717,1934,0.05654509,5.0032089
11716,8393,0.045129616,1.1545867
11715,6460,0.34763632,2.0012836
11714,9060,0.524877111,39.036383
11713,11644,0.260534264,0.76972445
11712,11299,0.056427417,8.8518312
11711,9018,0.075089173,2.5016045
11710,4740,0.06750262,0.0
11709,10745,0.016185852,1.0006418
11708,11280,0.123507467,3.46376
11707,4428,0.181964603,9.6215557
11706,9169,0.295864232,1e-12
11705,10939,0.244273632,0.57729334
11704,2668,0.296310497,0.57729334
11703,9876,0.975867952,6.6049753
11702,11358,0.088157436,15.394489
11701,11254,0.119629705,0.0
11700,6480,0.832114027,1.7703662
11699,6409,0.080416916,0.0
11698,8214,0.042380001,1e-12
11697,11696,0.042980185,19.243111
11696,3206,0.195419759,34.6376
11695,11618,0.404224016,13.470178
11694,9395,0.690727588,69.275201
11693,3422,0.756065797,191.12258
11692,10748,0.131448475,1.8473387
11691,10372,0.540963731,4.3489432
11690,9232,0.562524716,5.2341263
11689,7262,0.72916769,209.96619
11688,659,0.64446288,4.2334845
11687,10566,0.00255478,98.909592
11686,4999,0.727696224,1.9243111
11685,8440,0.244357088,0.0
11684,1206,0.109822835,1.1161005
11683,9286,0.086618642,1.73188
11682,8135,0.094031461,0.76972445
11681,3540,0.703863464,1.7703662
11680,11454,0.004269684,39.255947
11679,6692,0.587816985,19.397056
11678,9200,0.09447871,1e-12
11677,10582,0.033380816,0.0
11676,11602,0.035279575,2.6555494
11675,2083,0.146251527,3.4252738
11674,10987,0.299916543,15.58692
11673,4701,0.257513747,0.61577956
11672,11172,0.038529949,11.00706
11671,6251,0.082077686,0.57729334
11670,1798,0.391091535,1.2315591
11669,10119,0.006013707,1e-12
11668,8802,0.070852656,6.2347681
11667,10993,0.158310159,0.42334845
11666,8776,0.16678619,16.673221
11665,1899,0.387460074,5e-13
11664,5204,0.422686526,22.168064
11663,9186,0.155589577,7.1584374
11662,7079,0.137357436,0.65426579
11661,10782,0.254207297,0.57729334
11660,1383,0.016031171,0.38486223
11659,7803,0.094958524,0.38486223
11658,2766,0.173360732,1.1545867
11657,5467,0.066891363,0.0
11656,11062,0.047686094,2.1167422
11655,11561,0.002341375,0.46183467
11654,10988,0.146575347,3.46376
11653,11652,0.017945958,0.38486223
11652,1008,0.115017217,1.5394489
11651,6485,0.069366131,1e-12
11650,7420,0.137857382,0.42334845
11649,11647,0.054126571,50.801814
11648,11644,0.009950787,1e-12
11647,11454,0.114121695,108.53115
11646,11033,0.195453789,117.76784
11645,11453,0.043019492,57.729334
11644,1967,0.3903855,1.7703662
11643,4434,0.210135481,1.0776142
11642,2856,0.172570242,0.38486223
11641,1928,0.122597605,0.0
11640,8585,0.053782256,0.0
11639,3749,0.124075898,0.38486223
11638,11545,0.069498128,0.76972445
11637,8353,0.114642044,0.38486223
11636,9857,0.275841546,1.1545867
11635,11634,0.01492631,1e-12
11634,4862,0.040294569,262.61574
11633,2559,0.543673394,1.73188
11632,8288,0.162645973,0.53880712
11631,10120,0.041079219,0.38486223
11630,11386,0.000758328,1e-12
11629,7000,0.791832061,6.388713
11628,825,0.100333656,425.68577
11626,11627,0.027455697,1.5394489
11626,11624,0.023976903,0.0
11625,2316,0.176376351,5.7729334
11624,11344,0.137111601,0.0
11623,2775,0.189848862,4.0410534
11622,10840,0.019833271,46.183467
11621,11087,0.323087505,0.46183467
11620,4300,0.02294084,0.53880712
11619,4912,0.125942762,30.481088
11618,6356,0.437108175,15.27903
11617,8865,0.3953283,4.2719707
11616,9315,0.432483614,3.0404116
11615,2196,0.176587421,17.3188
11614,9607,0.028048393,3.8486223
11613,3687,0.190367932,53.880712
11612,3829,0.622178758,2.3091734
11611,825,0.116532784,0.38486223
